*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.0
Date: 		2010-05-06
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	1.782	8.08E-02	3.03E-02	2.79E-03	2.06E-02	1.38E-02
0.198	1.982	7.86E-02	3.21E-02	2.79E-03	1.89E-02	1.47E-02
0.198	2.482	7.46E-02	3.61E-02	2.79E-03	1.56E-02	1.66E-02
0.198	2.982	7.21E-02	3.93E-02	2.79E-03	1.31E-02	1.83E-02
0.198	3.982	6.94E-02	4.47E-02	2.79E-03	9.80E-03	2.09E-02
0.198	4.982	6.86E-02	4.90E-02	2.79E-03	7.74E-03	2.31E-02
0.198	6.982	6.69E-02	5.41E-02	2.79E-03	5.00E-03	2.56E-02
0.198	9.982	6.64E-02	5.85E-02	2.79E-03	3.16E-03	2.78E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M4-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.14E-02	2.99E-03	1.38E-01	4.21E-03
0.198	0.162	2.93E-01	1.15E-02	2.99E-03	1.31E-01	4.27E-03
0.198	0.182	2.69E-01	1.19E-02	2.99E-03	1.19E-01	4.47E-03
0.198	0.232	2.27E-01	1.28E-02	2.99E-03	9.76E-02	4.90E-03
0.198	0.282	1.99E-01	1.36E-02	2.99E-03	8.36E-02	5.32E-03
0.198	0.382	1.64E-01	1.51E-02	2.99E-03	6.59E-02	6.07E-03
0.198	0.482	1.43E-01	1.66E-02	2.99E-03	5.52E-02	6.83E-03
0.198	0.582	1.29E-01	1.81E-02	2.99E-03	4.80E-02	7.53E-03
0.198	0.782	1.12E-01	2.07E-02	2.99E-03	3.86E-02	8.88E-03
0.198	0.982	1.01E-01	2.33E-02	2.99E-03	3.27E-02	1.01E-02
0.198	1.182	9.38E-02	2.56E-02	2.99E-03	2.84E-02	1.13E-02
0.198	1.382	8.88E-02	2.78E-02	2.99E-03	2.52E-02	1.24E-02
0.198	1.582	8.50E-02	2.99E-02	2.99E-03	2.27E-02	1.35E-02
0.198	1.782	8.21E-02	3.19E-02	2.99E-03	2.06E-02	1.45E-02
0.198	1.982	7.98E-02	3.38E-02	2.99E-03	1.88E-02	1.54E-02
0.198	2.482	7.59E-02	3.80E-02	2.99E-03	1.54E-02	1.75E-02
0.198	2.982	7.35E-02	4.15E-02	2.99E-03	1.29E-02	1.93E-02
0.198	3.982	7.08E-02	4.69E-02	2.99E-03	9.45E-03	2.20E-02
0.198	4.982	6.96E-02	5.10E-02	2.99E-03	7.34E-03	2.40E-02
0.198	6.982	6.86E-02	5.63E-02	2.99E-03	4.77E-03	2.67E-02
0.198	9.982	6.81E-02	6.06E-02	2.99E-03	3.00E-03	2.88E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.32E-02	3.99E-03	1.38E-01	4.59E-03
0.198	0.162	2.93E-01	1.34E-02	3.99E-03	1.31E-01	4.70E-03
0.198	0.182	2.69E-01	1.38E-02	3.99E-03	1.19E-01	4.92E-03
0.198	0.232	2.27E-01	1.49E-02	3.99E-03	9.72E-02	5.44E-03
0.198	0.282	1.99E-01	1.59E-02	3.99E-03	8.31E-02	5.96E-03
0.198	0.382	1.64E-01	1.79E-02	3.99E-03	6.54E-02	6.96E-03
0.198	0.482	1.44E-01	1.98E-02	3.99E-03	5.46E-02	7.92E-03
0.198	0.582	1.30E-01	2.17E-02	3.99E-03	4.73E-02	8.83E-03
0.198	0.782	1.13E-01	2.51E-02	3.99E-03	3.76E-02	1.06E-02
0.198	0.982	1.02E-01	2.83E-02	3.99E-03	3.15E-02	1.22E-02
0.198	1.182	9.55E-02	3.13E-02	3.99E-03	2.71E-02	1.37E-02
0.198	1.382	9.07E-02	3.41E-02	3.99E-03	2.38E-02	1.51E-02
0.198	1.582	8.73E-02	3.67E-02	3.99E-03	2.11E-02	1.64E-02
0.198	1.782	8.47E-02	3.91E-02	3.99E-03	1.89E-02	1.76E-02
0.198	1.982	8.26E-02	4.13E-02	3.99E-03	1.71E-02	1.87E-02
0.198	2.482	7.93E-02	4.61E-02	3.99E-03	1.36E-02	2.11E-02
0.198	2.982	7.75E-02	5.00E-02	3.99E-03	1.11E-02	2.30E-02
0.198	3.982	7.55E-02	5.56E-02	3.99E-03	7.88E-03	2.58E-02
0.198	4.982	7.47E-02	5.96E-02	3.99E-03	5.89E-03	2.78E-02
0.198	6.982	7.40E-02	6.44E-02	3.99E-03	3.70E-03	3.02E-02
0.198	9.982	7.38E-02	6.80E-02	3.99E-03	2.27E-03	3.20E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.08E-01	1.80E-02	6.89E-03	1.37E-01	5.58E-03
0.198	0.162	2.94E-01	1.84E-02	6.89E-03	1.30E-01	5.75E-03
0.198	0.182	2.70E-01	1.91E-02	6.89E-03	1.18E-01	6.12E-03
0.198	0.232	2.28E-01	2.08E-02	6.89E-03	9.61E-02	6.97E-03
0.198	0.282	2.00E-01	2.25E-02	6.89E-03	8.19E-02	7.81E-03
0.198	0.382	1.66E-01	2.58E-02	6.89E-03	6.38E-02	9.45E-03
0.198	0.482	1.46E-01	2.89E-02	6.89E-03	5.26E-02	1.10E-02
0.198	0.582	1.33E-01	3.19E-02	6.89E-03	4.50E-02	1.25E-02
0.198	0.782	1.16E-01	3.73E-02	6.89E-03	3.48E-02	1.52E-02
0.198	0.982	1.07E-01	4.22E-02	6.89E-03	2.83E-02	1.77E-02
0.198	1.182	1.01E-01	4.66E-02	6.89E-03	2.36E-02	1.99E-02
0.198	1.382	9.77E-02	5.04E-02	6.89E-03	2.01E-02	2.18E-02
0.198	1.582	9.51E-02	5.38E-02	6.89E-03	1.74E-02	2.35E-02
0.198	1.782	9.32E-02	5.68E-02	6.89E-03	1.52E-02	2.50E-02
0.198	1.982	9.18E-02	5.95E-02	6.89E-03	1.34E-02	2.63E-02
0.198	2.482	8.98E-02	6.49E-02	6.89E-03	1.01E-02	2.90E-02
0.198	2.982	8.87E-02	6.89E-02	6.89E-03	7.91E-03	3.10E-02
0.198	3.982	8.78E-02	7.43E-02	6.89E-03	5.25E-03	3.37E-02
0.198	4.982	8.74E-02	7.75E-02	6.89E-03	3.77E-03	3.53E-02
0.198	6.982	8.72E-02	8.10E-02	6.89E-03	2.35E-03	3.70E-02
0.198	9.982	8.71E-02	8.31E-02	6.89E-03	1.54E-03	3.81E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.17E-01	4.63E-02	2.35E-02	1.30E-01	1.14E-02
0.198	0.162	3.03E-01	4.73E-02	2.35E-02	1.23E-01	1.19E-02
0.198	0.182	2.81E-01	4.94E-02	2.35E-02	1.11E-01	1.30E-02
0.198	0.232	2.41E-01	5.43E-02	2.35E-02	8.86E-02	1.54E-02
0.198	0.282	2.15E-01	5.88E-02	2.35E-02	7.38E-02	1.77E-02
0.198	0.382	1.85E-01	6.71E-02	2.35E-02	5.48E-02	2.18E-02
0.198	0.482	1.69E-01	7.42E-02	2.35E-02	4.32E-02	2.54E-02
0.198	0.582	1.59E-01	8.04E-02	2.35E-02	3.53E-02	2.85E-02
0.198	0.782	1.48E-01	9.07E-02	2.35E-02	2.51E-02	3.36E-02
0.198	0.982	1.43E-01	9.85E-02	2.35E-02	1.90E-02	3.75E-02
0.198	1.182	1.40E-01	1.05E-01	2.35E-02	1.49E-02	4.06E-02
0.198	1.382	1.38E-01	1.09E-01	2.35E-02	1.20E-02	4.29E-02
0.198	1.582	1.37E-01	1.13E-01	2.35E-02	9.85E-03	4.48E-02
0.198	1.782	1.37E-01	1.16E-01	2.35E-02	8.26E-03	4.63E-02
0.198	1.982	1.36E-01	1.19E-01	2.35E-02	7.03E-03	4.75E-02
0.198	2.482	1.36E-01	1.23E-01	2.35E-02	5.02E-03	4.96E-02
0.198	2.982	1.35E-01	1.25E-01	2.35E-02	3.74E-03	5.09E-02
0.198	3.982	1.35E-01	1.29E-01	2.35E-02	2.45E-03	5.25E-02
0.198	4.982	1.35E-01	1.30E-01	2.35E-02	1.89E-03	5.32E-02
0.198	6.982	1.35E-01	1.32E-01	2.35E-02	1.29E-03	5.40E-02
0.198	9.982	1.35E-01	1.33E-01	2.35E-02	9.39E-04	5.46E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.06E-01	9.80E-03	2.15E-03	1.38E-01	3.83E-03
0.198	0.162	2.91E-01	9.87E-03	2.15E-03	1.31E-01	3.86E-03
0.198	0.182	2.69E-01	1.02E-02	2.15E-03	1.19E-01	4.02E-03
0.198	0.232	2.26E-01	1.09E-02	2.15E-03	9.75E-02	4.35E-03
0.198	0.282	1.98E-01	1.15E-02	2.15E-03	8.35E-02	4.67E-03
0.198	0.382	1.63E-01	1.27E-02	2.15E-03	6.60E-02	5.27E-03
0.198	0.482	1.42E-01	1.39E-02	2.15E-03	5.54E-02	5.87E-03
0.198	0.582	1.29E-01	1.49E-02	2.15E-03	4.85E-02	6.38E-03
0.198	0.782	1.11E-01	1.68E-02	2.15E-03	3.92E-02	7.34E-03
0.198	0.982	9.99E-02	1.87E-02	2.15E-03	3.35E-02	8.30E-03
0.198	1.182	9.25E-02	2.05E-02	2.15E-03	2.95E-02	9.18E-03
0.198	1.382	8.69E-02	2.22E-02	2.15E-03	2.63E-02	1.00E-02
0.198	1.582	8.27E-02	2.36E-02	2.15E-03	2.39E-02	1.07E-02
0.198	1.782	8.02E-02	2.53E-02	2.15E-03	2.21E-02	1.16E-02
0.198	1.982	7.77E-02	2.67E-02	2.15E-03	2.05E-02	1.23E-02
0.198	2.482	7.32E-02	3.01E-02	2.15E-03	1.72E-02	1.40E-02
0.198	2.982	7.03E-02	3.30E-02	2.15E-03	1.48E-02	1.54E-02
0.198	3.982	6.69E-02	3.79E-02	2.15E-03	1.14E-02	1.79E-02
0.198	4.982	6.51E-02	4.18E-02	2.15E-03	9.16E-03	1.98E-02
0.198	6.982	6.34E-02	4.73E-02	2.15E-03	6.33E-03	2.26E-02
0.198	9.982	6.26E-02	5.23E-02	2.15E-03	4.12E-03	2.51E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M5-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.01E-02	2.27E-03	1.38E-01	3.89E-03
0.198	0.162	2.93E-01	1.02E-02	2.27E-03	1.31E-01	3.94E-03
0.198	0.182	2.69E-01	1.05E-02	2.27E-03	1.19E-01	4.11E-03
0.198	0.232	2.26E-01	1.12E-02	2.27E-03	9.78E-02	4.45E-03
0.198	0.282	1.99E-01	1.18E-02	2.27E-03	8.38E-02	4.78E-03
0.198	0.382	1.64E-01	1.31E-02	2.27E-03	6.62E-02	5.39E-03
0.198	0.482	1.43E-01	1.43E-02	2.27E-03	5.56E-02	6.00E-03
0.198	0.582	1.29E-01	1.54E-02	2.27E-03	4.84E-02	6.55E-03
0.198	0.782	1.11E-01	1.75E-02	2.27E-03	3.92E-02	7.60E-03
0.198	0.982	1.00E-01	1.94E-02	2.27E-03	3.34E-02	8.58E-03
0.198	1.182	9.28E-02	2.13E-02	2.27E-03	2.93E-02	9.51E-03
0.198	1.382	8.75E-02	2.31E-02	2.27E-03	2.63E-02	1.04E-02
0.198	1.582	8.35E-02	2.46E-02	2.27E-03	2.38E-02	1.12E-02
0.198	1.782	8.05E-02	2.62E-02	2.27E-03	2.19E-02	1.20E-02
0.198	1.982	7.80E-02	2.78E-02	2.27E-03	2.02E-02	1.27E-02
0.198	2.482	7.36E-02	3.12E-02	2.27E-03	1.70E-02	1.45E-02
0.198	2.982	7.07E-02	3.43E-02	2.27E-03	1.45E-02	1.60E-02
0.198	3.982	6.75E-02	3.93E-02	2.27E-03	1.11E-02	1.85E-02
0.198	4.982	6.59E-02	4.33E-02	2.27E-03	8.88E-03	2.05E-02
0.198	6.982	6.43E-02	4.88E-02	2.27E-03	6.10E-03	2.33E-02
0.198	9.982	6.35E-02	5.37E-02	2.27E-03	3.94E-03	2.57E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.11E-02	2.80E-03	1.38E-01	4.13E-03
0.198	0.162	2.93E-01	1.12E-02	2.80E-03	1.31E-01	4.21E-03
0.198	0.182	2.69E-01	1.16E-02	2.80E-03	1.19E-01	4.38E-03
0.198	0.232	2.26E-01	1.23E-02	2.80E-03	9.76E-02	4.76E-03
0.198	0.282	1.99E-01	1.31E-02	2.80E-03	8.35E-02	5.15E-03
0.198	0.382	1.64E-01	1.46E-02	2.80E-03	6.60E-02	5.89E-03
0.198	0.482	1.43E-01	1.60E-02	2.80E-03	5.53E-02	6.60E-03
0.198	0.582	1.29E-01	1.73E-02	2.80E-03	4.81E-02	7.27E-03
0.198	0.782	1.11E-01	1.99E-02	2.80E-03	3.87E-02	8.54E-03
0.198	0.982	1.01E-01	2.23E-02	2.80E-03	3.28E-02	9.73E-03
0.198	1.182	9.35E-02	2.44E-02	2.80E-03	2.86E-02	1.08E-02
0.198	1.382	8.84E-02	2.65E-02	2.80E-03	2.55E-02	1.19E-02
0.198	1.582	8.45E-02	2.85E-02	2.80E-03	2.30E-02	1.29E-02
0.198	1.782	8.17E-02	3.04E-02	2.80E-03	2.09E-02	1.38E-02
0.198	1.982	7.93E-02	3.22E-02	2.80E-03	1.92E-02	1.47E-02
0.198	2.482	7.53E-02	3.62E-02	2.80E-03	1.58E-02	1.67E-02
0.198	2.982	7.28E-02	3.96E-02	2.80E-03	1.33E-02	1.84E-02
0.198	3.982	6.99E-02	4.49E-02	2.80E-03	9.89E-03	2.11E-02
0.198	4.982	6.86E-02	4.91E-02	2.80E-03	7.68E-03	2.31E-02
0.198	6.982	6.74E-02	5.44E-02	2.80E-03	5.10E-03	2.58E-02
0.198	9.982	6.69E-02	5.89E-02	2.80E-03	3.20E-03	2.80E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.32E-02	3.99E-03	1.38E-01	4.58E-03
0.198	0.162	2.93E-01	1.34E-02	3.99E-03	1.30E-01	4.69E-03
0.198	0.182	2.69E-01	1.38E-02	3.99E-03	1.19E-01	4.92E-03
0.198	0.232	2.27E-01	1.49E-02	3.99E-03	9.72E-02	5.44E-03
0.198	0.282	1.99E-01	1.59E-02	3.99E-03	8.31E-02	5.95E-03
0.198	0.382	1.64E-01	1.79E-02	3.99E-03	6.54E-02	6.96E-03
0.198	0.482	1.44E-01	1.98E-02	3.99E-03	5.46E-02	7.92E-03
0.198	0.582	1.30E-01	2.17E-02	3.99E-03	4.72E-02	8.84E-03
0.198	0.782	1.13E-01	2.51E-02	3.99E-03	3.76E-02	1.05E-02
0.198	0.982	1.02E-01	2.83E-02	3.99E-03	3.14E-02	1.22E-02
0.198	1.182	9.55E-02	3.13E-02	3.99E-03	2.71E-02	1.37E-02
0.198	1.382	9.07E-02	3.41E-02	3.99E-03	2.37E-02	1.51E-02
0.198	1.582	8.72E-02	3.67E-02	3.99E-03	2.11E-02	1.63E-02
0.198	1.782	8.46E-02	3.91E-02	3.99E-03	1.89E-02	1.75E-02
0.198	1.982	8.27E-02	4.13E-02	3.99E-03	1.71E-02	1.86E-02
0.198	2.482	7.94E-02	4.60E-02	3.99E-03	1.36E-02	2.10E-02
0.198	2.982	7.74E-02	4.98E-02	3.99E-03	1.11E-02	2.29E-02
0.198	3.982	7.55E-02	5.55E-02	3.99E-03	7.92E-03	2.57E-02
0.198	4.982	7.47E-02	5.95E-02	3.99E-03	5.95E-03	2.78E-02
0.198	6.982	7.40E-02	6.44E-02	3.99E-03	3.74E-03	3.02E-02
0.198	9.982	7.38E-02	6.80E-02	3.99E-03	2.28E-03	3.20E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.80E-02	6.89E-03	1.37E-01	5.56E-03
0.198	0.162	2.93E-01	1.84E-02	6.89E-03	1.30E-01	5.76E-03
0.198	0.182	2.70E-01	1.91E-02	6.89E-03	1.18E-01	6.10E-03
0.198	0.232	2.28E-01	2.08E-02	6.89E-03	9.61E-02	6.97E-03
0.198	0.282	2.00E-01	2.25E-02	6.89E-03	8.18E-02	7.82E-03
0.198	0.382	1.66E-01	2.58E-02	6.89E-03	6.37E-02	9.47E-03
0.198	0.482	1.46E-01	2.89E-02	6.89E-03	5.26E-02	1.10E-02
0.198	0.582	1.33E-01	3.19E-02	6.89E-03	4.49E-02	1.25E-02
0.198	0.782	1.16E-01	3.74E-02	6.89E-03	3.48E-02	1.52E-02
0.198	0.982	1.07E-01	4.22E-02	6.89E-03	2.82E-02	1.77E-02
0.198	1.182	1.02E-01	4.66E-02	6.89E-03	2.36E-02	1.98E-02
0.198	1.382	9.77E-02	5.04E-02	6.89E-03	2.01E-02	2.18E-02
0.198	1.582	9.51E-02	5.38E-02	6.89E-03	1.74E-02	2.34E-02
0.198	1.782	9.32E-02	5.68E-02	6.89E-03	1.52E-02	2.50E-02
0.198	1.982	9.19E-02	5.95E-02	6.89E-03	1.34E-02	2.63E-02
0.198	2.482	8.98E-02	6.48E-02	6.89E-03	1.01E-02	2.89E-02
0.198	2.982	8.87E-02	6.88E-02	6.89E-03	7.94E-03	3.09E-02
0.198	3.982	8.78E-02	7.42E-02	6.89E-03	5.30E-03	3.37E-02
0.198	4.982	8.74E-02	7.74E-02	6.89E-03	3.82E-03	3.53E-02
0.198	6.982	8.72E-02	8.10E-02	6.89E-03	2.39E-03	3.70E-02
0.198	9.982	8.71E-02	8.31E-02	6.89E-03	1.52E-03	3.81E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.17E-01	4.64E-02	2.35E-02	1.30E-01	1.14E-02
0.198	0.162	3.03E-01	4.74E-02	2.35E-02	1.23E-01	1.20E-02
0.198	0.182	2.81E-01	4.94E-02	2.35E-02	1.11E-01	1.30E-02
0.198	0.232	2.41E-01	5.43E-02	2.35E-02	8.86E-02	1.54E-02
0.198	0.282	2.15E-01	5.89E-02	2.35E-02	7.37E-02	1.77E-02
0.198	0.382	1.85E-01	6.71E-02	2.35E-02	5.48E-02	2.18E-02
0.198	0.482	1.69E-01	7.42E-02	2.35E-02	4.32E-02	2.54E-02
0.198	0.582	1.59E-01	8.04E-02	2.35E-02	3.53E-02	2.85E-02
0.198	0.782	1.48E-01	9.07E-02	2.35E-02	2.51E-02	3.36E-02
0.198	0.982	1.42E-01	9.85E-02	2.35E-02	1.89E-02	3.75E-02
0.198	1.182	1.40E-01	1.05E-01	2.35E-02	1.48E-02	4.05E-02
0.198	1.382	1.38E-01	1.09E-01	2.35E-02	1.19E-02	4.29E-02
0.198	1.582	1.37E-01	1.13E-01	2.35E-02	9.83E-03	4.48E-02
0.198	1.782	1.37E-01	1.16E-01	2.35E-02	8.25E-03	4.63E-02
0.198	1.982	1.36E-01	1.18E-01	2.35E-02	7.04E-03	4.75E-02
0.198	2.482	1.36E-01	1.23E-01	2.35E-02	5.02E-03	4.96E-02
0.198	2.982	1.35E-01	1.25E-01	2.35E-02	3.79E-03	5.09E-02
0.198	3.982	1.35E-01	1.28E-01	2.35E-02	2.48E-03	5.25E-02
0.198	4.982	1.35E-01	1.30E-01	2.35E-02	1.93E-03	5.32E-02
0.198	6.982	1.35E-01	1.31E-01	2.35E-02	1.32E-03	5.40E-02
0.198	9.982	1.35E-01	1.33E-01	2.35E-02	9.59E-04	5.46E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.05E-01	8.99E-03	1.75E-03	1.38E-01	3.62E-03
0.198	0.162	2.92E-01	9.17E-03	1.75E-03	1.31E-01	3.71E-03
0.198	0.182	2.68E-01	9.40E-03	1.75E-03	1.19E-01	3.83E-03
0.198	0.232	2.26E-01	1.00E-02	1.75E-03	9.79E-02	4.12E-03
0.198	0.282	1.98E-01	1.05E-02	1.75E-03	8.39E-02	4.40E-03
0.198	0.382	1.63E-01	1.16E-02	1.75E-03	6.64E-02	4.91E-03
0.198	0.482	1.41E-01	1.25E-02	1.75E-03	5.52E-02	5.37E-03
0.198	0.582	1.27E-01	1.34E-02	1.75E-03	4.81E-02	5.83E-03
0.198	0.782	1.10E-01	1.51E-02	1.75E-03	3.94E-02	6.66E-03
0.198	0.982	9.85E-02	1.66E-02	1.75E-03	3.33E-02	7.45E-03
0.198	1.182	9.21E-02	1.80E-02	1.75E-03	2.99E-02	8.15E-03
0.198	1.382	8.68E-02	1.94E-02	1.75E-03	2.69E-02	8.84E-03
0.198	1.582	8.27E-02	2.07E-02	1.75E-03	2.47E-02	9.49E-03
0.198	1.782	7.96E-02	2.19E-02	1.75E-03	2.28E-02	1.01E-02
0.198	1.982	7.69E-02	2.31E-02	1.75E-03	2.12E-02	1.07E-02
0.198	2.482	7.22E-02	2.60E-02	1.75E-03	1.82E-02	1.21E-02
0.198	2.982	6.91E-02	2.85E-02	1.75E-03	1.59E-02	1.34E-02
0.198	3.982	6.51E-02	3.27E-02	1.75E-03	1.27E-02	1.55E-02
0.198	4.982	6.21E-02	3.62E-02	1.75E-03	1.01E-02	1.72E-02
0.198	6.982	5.99E-02	4.14E-02	1.75E-03	7.27E-03	1.98E-02
0.198	9.982	5.88E-02	4.69E-02	1.75E-03	4.81E-03	2.26E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M6-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	9.16E-03	1.82E-03	1.38E-01	3.67E-03
0.198	0.162	2.93E-01	9.28E-03	1.82E-03	1.31E-01	3.73E-03
0.198	0.182	2.69E-01	9.52E-03	1.82E-03	1.19E-01	3.85E-03
0.198	0.232	2.26E-01	1.02E-02	1.82E-03	9.79E-02	4.17E-03
0.198	0.282	1.98E-01	1.07E-02	1.82E-03	8.39E-02	4.46E-03
0.198	0.382	1.64E-01	1.18E-02	1.82E-03	6.64E-02	4.98E-03
0.198	0.482	1.43E-01	1.28E-02	1.82E-03	5.58E-02	5.49E-03
0.198	0.582	1.29E-01	1.37E-02	1.82E-03	4.87E-02	5.94E-03
0.198	0.782	1.11E-01	1.54E-02	1.82E-03	3.96E-02	6.80E-03
0.198	0.982	9.99E-02	1.70E-02	1.82E-03	3.38E-02	7.59E-03
0.198	1.182	9.25E-02	1.85E-02	1.82E-03	2.99E-02	8.34E-03
0.198	1.382	8.71E-02	2.00E-02	1.82E-03	2.70E-02	9.06E-03
0.198	1.582	8.29E-02	2.13E-02	1.82E-03	2.46E-02	9.75E-03
0.198	1.782	7.99E-02	2.26E-02	1.82E-03	2.27E-02	1.04E-02
0.198	1.982	7.73E-02	2.38E-02	1.82E-03	2.11E-02	1.10E-02
0.198	2.482	7.25E-02	2.68E-02	1.82E-03	1.80E-02	1.25E-02
0.198	2.982	6.94E-02	2.95E-02	1.82E-03	1.57E-02	1.38E-02
0.198	3.982	6.56E-02	3.38E-02	1.82E-03	1.25E-02	1.60E-02
0.198	4.982	6.36E-02	3.76E-02	1.82E-03	1.02E-02	1.79E-02
0.198	6.982	6.15E-02	4.31E-02	1.82E-03	7.28E-03	2.06E-02
0.198	9.982	6.04E-02	4.84E-02	1.82E-03	4.87E-03	2.33E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	9.83E-03	2.16E-03	1.38E-01	3.84E-03
0.198	0.162	2.92E-01	9.97E-03	2.16E-03	1.31E-01	3.91E-03
0.198	0.182	2.69E-01	1.02E-02	2.16E-03	1.19E-01	4.05E-03
0.198	0.232	2.26E-01	1.09E-02	2.16E-03	9.77E-02	4.39E-03
0.198	0.282	1.98E-01	1.16E-02	2.16E-03	8.37E-02	4.71E-03
0.198	0.382	1.64E-01	1.28E-02	2.16E-03	6.62E-02	5.31E-03
0.198	0.482	1.43E-01	1.39E-02	2.16E-03	5.56E-02	5.88E-03
0.198	0.582	1.29E-01	1.50E-02	2.16E-03	4.85E-02	6.41E-03
0.198	0.782	1.11E-01	1.69E-02	2.16E-03	3.92E-02	7.39E-03
0.198	0.982	1.00E-01	1.88E-02	2.16E-03	3.35E-02	8.32E-03
0.198	1.182	9.28E-02	2.06E-02	2.16E-03	2.95E-02	9.20E-03
