*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.0
Date: 		2010-05-06
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	1.382	8.75E-02	2.22E-02	2.16E-03	2.65E-02	1.00E-02
0.198	1.582	8.36E-02	2.39E-02	2.16E-03	2.41E-02	1.09E-02
0.198	1.782	8.05E-02	2.53E-02	2.16E-03	2.21E-02	1.16E-02
0.198	1.982	7.79E-02	2.68E-02	2.16E-03	2.05E-02	1.23E-02
0.198	2.482	7.34E-02	3.01E-02	2.16E-03	1.73E-02	1.40E-02
0.198	2.982	7.05E-02	3.31E-02	2.16E-03	1.49E-02	1.54E-02
0.198	3.982	6.71E-02	3.78E-02	2.16E-03	1.16E-02	1.78E-02
0.198	4.982	6.54E-02	4.18E-02	2.16E-03	9.29E-03	1.98E-02
0.198	6.982	6.37E-02	4.74E-02	2.16E-03	6.43E-03	2.26E-02
0.198	9.982	6.28E-02	5.25E-02	2.16E-03	4.18E-03	2.52E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.11E-02	2.80E-03	1.38E-01	4.13E-03
0.198	0.162	2.92E-01	1.13E-02	2.80E-03	1.31E-01	4.23E-03
0.198	0.182	2.69E-01	1.16E-02	2.80E-03	1.19E-01	4.39E-03
0.198	0.232	2.26E-01	1.24E-02	2.80E-03	9.75E-02	4.79E-03
0.198	0.282	1.98E-01	1.31E-02	2.80E-03	8.34E-02	5.17E-03
0.198	0.382	1.64E-01	1.46E-02	2.80E-03	6.59E-02	5.92E-03
0.198	0.482	1.43E-01	1.60E-02	2.80E-03	5.52E-02	6.61E-03
0.198	0.582	1.29E-01	1.74E-02	2.80E-03	4.80E-02	7.29E-03
0.198	0.782	1.11E-01	1.99E-02	2.80E-03	3.87E-02	8.54E-03
0.198	0.982	1.01E-01	2.22E-02	2.80E-03	3.28E-02	9.71E-03
0.198	1.182	9.37E-02	2.45E-02	2.80E-03	2.87E-02	1.08E-02
0.198	1.382	8.85E-02	2.66E-02	2.80E-03	2.55E-02	1.19E-02
0.198	1.582	8.48E-02	2.85E-02	2.80E-03	2.30E-02	1.28E-02
0.198	1.782	8.18E-02	3.04E-02	2.80E-03	2.09E-02	1.38E-02
0.198	1.982	7.95E-02	3.21E-02	2.80E-03	1.92E-02	1.47E-02
0.198	2.482	7.54E-02	3.60E-02	2.80E-03	1.59E-02	1.66E-02
0.198	2.982	7.29E-02	3.95E-02	2.80E-03	1.34E-02	1.83E-02
0.198	3.982	7.01E-02	4.48E-02	2.80E-03	1.00E-02	2.10E-02
0.198	4.982	6.87E-02	4.89E-02	2.80E-03	7.80E-03	2.31E-02
0.198	6.982	6.75E-02	5.44E-02	2.80E-03	5.19E-03	2.58E-02
0.198	9.982	6.70E-02	5.89E-02	2.80E-03	3.25E-03	2.81E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.32E-02	3.99E-03	1.37E-01	4.62E-03
0.198	0.162	2.93E-01	1.34E-02	3.99E-03	1.30E-01	4.73E-03
0.198	0.182	2.69E-01	1.38E-02	3.99E-03	1.18E-01	4.92E-03
0.198	0.232	2.27E-01	1.49E-02	3.99E-03	9.71E-02	5.47E-03
0.198	0.282	1.99E-01	1.60E-02	3.99E-03	8.30E-02	5.99E-03
0.198	0.382	1.64E-01	1.80E-02	3.99E-03	6.53E-02	6.99E-03
0.198	0.482	1.44E-01	1.99E-02	3.99E-03	5.45E-02	7.95E-03
0.198	0.582	1.30E-01	2.17E-02	3.99E-03	4.72E-02	8.85E-03
0.198	0.782	1.13E-01	2.51E-02	3.99E-03	3.75E-02	1.06E-02
0.198	0.982	1.02E-01	2.83E-02	3.99E-03	3.14E-02	1.22E-02
0.198	1.182	9.56E-02	3.13E-02	3.99E-03	2.71E-02	1.37E-02
0.198	1.382	9.09E-02	3.41E-02	3.99E-03	2.38E-02	1.50E-02
0.198	1.582	8.75E-02	3.66E-02	3.99E-03	2.11E-02	1.63E-02
0.198	1.782	8.49E-02	3.90E-02	3.99E-03	1.90E-02	1.75E-02
0.198	1.982	8.29E-02	4.12E-02	3.99E-03	1.72E-02	1.86E-02
0.198	2.482	7.96E-02	4.59E-02	3.99E-03	1.37E-02	2.10E-02
0.198	2.982	7.77E-02	4.97E-02	3.99E-03	1.12E-02	2.29E-02
0.198	3.982	7.57E-02	5.55E-02	3.99E-03	7.98E-03	2.57E-02
0.198	4.982	7.48E-02	5.93E-02	3.99E-03	6.05E-03	2.76E-02
0.198	6.982	7.42E-02	6.44E-02	3.99E-03	3.82E-03	3.02E-02
0.198	9.982	7.39E-02	6.81E-02	3.99E-03	2.31E-03	3.21E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.07E-01	1.81E-02	6.89E-03	1.37E-01	5.59E-03
0.198	0.162	2.93E-01	1.84E-02	6.89E-03	1.29E-01	5.77E-03
0.198	0.182	2.70E-01	1.91E-02	6.89E-03	1.17E-01	6.13E-03
0.198	0.232	2.28E-01	2.09E-02	6.89E-03	9.60E-02	6.99E-03
0.198	0.282	2.00E-01	2.26E-02	6.89E-03	8.18E-02	7.84E-03
0.198	0.382	1.66E-01	2.59E-02	6.89E-03	6.37E-02	9.48E-03
0.198	0.482	1.46E-01	2.90E-02	6.89E-03	5.25E-02	1.10E-02
0.198	0.582	1.33E-01	3.20E-02	6.89E-03	4.49E-02	1.25E-02
0.198	0.782	1.17E-01	3.74E-02	6.89E-03	3.47E-02	1.53E-02
0.198	0.982	1.07E-01	4.22E-02	6.89E-03	2.82E-02	1.77E-02
0.198	1.182	1.02E-01	4.66E-02	6.89E-03	2.36E-02	1.98E-02
0.198	1.382	9.79E-02	5.04E-02	6.89E-03	2.01E-02	2.17E-02
0.198	1.582	9.53E-02	5.37E-02	6.89E-03	1.74E-02	2.34E-02
0.198	1.782	9.34E-02	5.67E-02	6.89E-03	1.53E-02	2.49E-02
0.198	1.982	9.21E-02	5.94E-02	6.89E-03	1.35E-02	2.62E-02
0.198	2.482	9.00E-02	6.47E-02	6.89E-03	1.02E-02	2.89E-02
0.198	2.982	8.89E-02	6.87E-02	6.89E-03	8.04E-03	3.09E-02
0.198	3.982	8.79E-02	7.40E-02	6.89E-03	5.38E-03	3.35E-02
0.198	4.982	8.76E-02	7.74E-02	6.89E-03	3.91E-03	3.53E-02
0.198	6.982	8.73E-02	8.10E-02	6.89E-03	2.44E-03	3.71E-02
0.198	9.982	8.72E-02	8.33E-02	6.89E-03	1.54E-03	3.82E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M5 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.17E-01	4.64E-02	2.35E-02	1.30E-01	1.15E-02
0.198	0.162	3.03E-01	4.74E-02	2.35E-02	1.23E-01	1.20E-02
0.198	0.182	2.80E-01	4.95E-02	2.35E-02	1.11E-01	1.30E-02
0.198	0.232	2.41E-01	5.44E-02	2.35E-02	8.85E-02	1.55E-02
0.198	0.282	2.15E-01	5.89E-02	2.35E-02	7.37E-02	1.77E-02
0.198	0.382	1.85E-01	6.72E-02	2.35E-02	5.48E-02	2.18E-02
0.198	0.482	1.69E-01	7.43E-02	2.35E-02	4.31E-02	2.54E-02
0.198	0.582	1.59E-01	8.05E-02	2.35E-02	3.52E-02	2.85E-02
0.198	0.782	1.48E-01	9.06E-02	2.35E-02	2.51E-02	3.36E-02
0.198	0.982	1.43E-01	9.85E-02	2.35E-02	1.89E-02	3.75E-02
0.198	1.182	1.40E-01	1.05E-01	2.35E-02	1.49E-02	4.05E-02
0.198	1.382	1.38E-01	1.09E-01	2.35E-02	1.20E-02	4.28E-02
0.198	1.582	1.37E-01	1.13E-01	2.35E-02	9.89E-03	4.47E-02
0.198	1.782	1.37E-01	1.16E-01	2.35E-02	8.32E-03	4.62E-02
0.198	1.982	1.36E-01	1.18E-01	2.35E-02	7.11E-03	4.75E-02
0.198	2.482	1.36E-01	1.23E-01	2.35E-02	5.11E-03	4.96E-02
0.198	2.982	1.36E-01	1.25E-01	2.35E-02	3.86E-03	5.09E-02
0.198	3.982	1.35E-01	1.28E-01	2.35E-02	2.66E-03	5.24E-02
0.198	4.982	1.35E-01	1.30E-01	2.35E-02	1.98E-03	5.33E-02
0.198	6.982	1.35E-01	1.32E-01	2.35E-02	1.35E-03	5.41E-02
0.198	9.982	1.35E-01	1.33E-01	2.35E-02	9.65E-04	5.47E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.13E-01	8.38E-03	1.47E-03	1.41E-01	3.45E-03
0.198	0.162	2.99E-01	8.76E-03	1.47E-03	1.34E-01	3.65E-03
0.198	0.182	2.74E-01	8.69E-03	1.47E-03	1.22E-01	3.61E-03
0.198	0.232	2.32E-01	9.23E-03	1.47E-03	1.00E-01	3.88E-03
0.198	0.282	2.03E-01	9.71E-03	1.47E-03	8.61E-02	4.12E-03
0.198	0.382	1.68E-01	1.06E-02	1.47E-03	6.85E-02	4.57E-03
0.198	0.482	1.47E-01	1.18E-02	1.47E-03	5.76E-02	5.16E-03
0.198	0.582	1.32E-01	1.26E-02	1.47E-03	5.03E-02	5.56E-03
0.198	0.782	1.14E-01	1.40E-02	1.47E-03	4.11E-02	6.28E-03
0.198	0.982	1.03E-01	1.54E-02	1.47E-03	3.53E-02	6.97E-03
0.198	1.182	9.51E-02	1.67E-02	1.47E-03	3.14E-02	7.61E-03
0.198	1.382	8.91E-02	1.74E-02	1.47E-03	2.86E-02	7.97E-03
0.198	1.582	8.55E-02	1.90E-02	1.47E-03	2.63E-02	8.77E-03
0.198	1.782	8.22E-02	2.02E-02	1.47E-03	2.44E-02	9.35E-03
0.198	1.982	7.93E-02	2.12E-02	1.47E-03	2.29E-02	9.87E-03
0.198	2.482	7.42E-02	2.37E-02	1.47E-03	1.97E-02	1.11E-02
0.198	2.982	7.06E-02	2.60E-02	1.47E-03	1.74E-02	1.22E-02
0.198	3.982	6.60E-02	3.00E-02	1.47E-03	1.41E-02	1.43E-02
0.198	4.982	6.35E-02	3.35E-02	1.47E-03	1.17E-02	1.60E-02
0.198	6.982	6.10E-02	3.90E-02	1.47E-03	8.70E-03	1.88E-02
0.198	9.982	5.93E-02	4.49E-02	1.47E-03	5.85E-03	2.17E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M7-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.13E-01	8.47E-03	1.53E-03	1.41E-01	3.47E-03
0.198	0.162	2.99E-01	8.58E-03	1.53E-03	1.34E-01	3.53E-03
0.198	0.182	2.75E-01	8.80E-03	1.53E-03	1.22E-01	3.64E-03
0.198	0.232	2.32E-01	9.37E-03	1.53E-03	1.00E-01	3.92E-03
0.198	0.282	2.04E-01	9.86E-03	1.53E-03	8.62E-02	4.17E-03
0.198	0.382	1.68E-01	1.08E-02	1.53E-03	6.85E-02	4.62E-03
0.198	0.482	1.47E-01	1.16E-02	1.53E-03	5.78E-02	5.04E-03
0.198	0.582	1.32E-01	1.24E-02	1.53E-03	5.05E-02	5.45E-03
0.198	0.782	1.14E-01	1.38E-02	1.53E-03	4.12E-02	6.15E-03
0.198	0.982	1.03E-01	1.52E-02	1.53E-03	3.54E-02	6.86E-03
0.198	1.182	9.47E-02	1.65E-02	1.53E-03	3.14E-02	7.49E-03
0.198	1.382	8.90E-02	1.77E-02	1.53E-03	2.85E-02	8.10E-03
0.198	1.582	8.47E-02	1.89E-02	1.53E-03	2.61E-02	8.67E-03
0.198	1.782	8.14E-02	2.01E-02	1.53E-03	2.43E-02	9.27E-03
0.198	1.982	7.85E-02	2.11E-02	1.53E-03	2.26E-02	9.80E-03
0.198	2.482	7.33E-02	2.36E-02	1.53E-03	1.95E-02	1.10E-02
0.198	2.982	6.99E-02	2.59E-02	1.53E-03	1.72E-02	1.22E-02
0.198	3.982	6.55E-02	3.00E-02	1.53E-03	1.39E-02	1.42E-02
0.198	4.982	6.29E-02	3.35E-02	1.53E-03	1.16E-02	1.60E-02
0.198	6.982	6.03E-02	3.90E-02	1.53E-03	8.47E-03	1.87E-02
0.198	9.982	5.87E-02	4.48E-02	1.53E-03	5.71E-03	2.16E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.13E-01	8.99E-03	1.75E-03	1.41E-01	3.62E-03
0.198	0.162	2.99E-01	9.11E-03	1.75E-03	1.33E-01	3.68E-03
0.198	0.182	2.75E-01	9.34E-03	1.75E-03	1.22E-01	3.80E-03
0.198	0.232	2.32E-01	9.94E-03	1.75E-03	1.00E-01	4.10E-03
0.198	0.282	2.03E-01	1.05E-02	1.75E-03	8.60E-02	4.36E-03
0.198	0.382	1.68E-01	1.15E-02	1.75E-03	6.83E-02	4.86E-03
0.198	0.482	1.47E-01	1.24E-02	1.75E-03	5.76E-02	5.34E-03
0.198	0.582	1.33E-01	1.33E-02	1.75E-03	5.04E-02	5.78E-03
0.198	0.782	1.14E-01	1.49E-02	1.75E-03	4.10E-02	6.59E-03
0.198	0.982	1.03E-01	1.65E-02	1.75E-03	3.52E-02	7.37E-03
0.198	1.182	9.49E-02	1.79E-02	1.75E-03	3.12E-02	8.09E-03
0.198	1.382	8.93E-02	1.93E-02	1.75E-03	2.81E-02	8.77E-03
0.198	1.582	8.50E-02	2.07E-02	1.75E-03	2.57E-02	9.47E-03
0.198	1.782	8.18E-02	2.20E-02	1.75E-03	2.39E-02	1.01E-02
0.198	1.982	7.89E-02	2.31E-02	1.75E-03	2.22E-02	1.07E-02
0.198	2.482	7.39E-02	2.60E-02	1.75E-03	1.90E-02	1.21E-02
0.198	2.982	7.05E-02	2.85E-02	1.75E-03	1.66E-02	1.34E-02
0.198	3.982	6.65E-02	3.29E-02	1.75E-03	1.32E-02	1.56E-02
0.198	4.982	6.42E-02	3.66E-02	1.75E-03	1.09E-02	1.74E-02
0.198	6.982	6.18E-02	4.24E-02	1.75E-03	7.73E-03	2.03E-02
0.198	9.982	6.05E-02	4.81E-02	1.75E-03	5.08E-03	2.32E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.13E-01	9.80E-03	2.16E-03	1.40E-01	3.82E-03
0.198	0.162	2.98E-01	9.94E-03	2.16E-03	1.33E-01	3.89E-03
0.198	0.182	2.75E-01	1.03E-02	2.16E-03	1.21E-01	4.05E-03
0.198	0.232	2.32E-01	1.09E-02	2.16E-03	1.00E-01	4.37E-03
0.198	0.282	2.04E-01	1.15E-02	2.16E-03	8.58E-02	4.68E-03
0.198	0.382	1.68E-01	1.27E-02	2.16E-03	6.81E-02	5.28E-03
0.198	0.482	1.47E-01	1.38E-02	2.16E-03	5.74E-02	5.84E-03
0.198	0.582	1.33E-01	1.49E-02	2.16E-03	5.01E-02	6.36E-03
0.198	0.782	1.14E-01	1.69E-02	2.16E-03	4.06E-02	7.35E-03
0.198	0.982	1.03E-01	1.87E-02	2.16E-03	3.48E-02	8.27E-03
0.198	1.182	9.54E-02	2.04E-02	2.16E-03	3.07E-02	9.14E-03
0.198	1.382	8.98E-02	2.21E-02	2.16E-03	2.75E-02	9.99E-03
0.198	1.582	8.56E-02	2.37E-02	2.16E-03	2.51E-02	1.08E-02
0.198	1.782	8.23E-02	2.52E-02	2.16E-03	2.30E-02	1.15E-02
0.198	1.982	7.98E-02	2.66E-02	2.16E-03	2.13E-02	1.22E-02
0.198	2.482	7.50E-02	3.00E-02	2.16E-03	1.80E-02	1.39E-02
0.198	2.982	7.19E-02	3.30E-02	2.16E-03	1.55E-02	1.54E-02
0.198	3.982	6.83E-02	3.79E-02	2.16E-03	1.20E-02	1.79E-02
0.198	4.982	6.63E-02	4.19E-02	2.16E-03	9.70E-03	1.99E-02
0.198	6.982	6.45E-02	4.78E-02	2.16E-03	6.65E-03	2.28E-02
0.198	9.982	6.36E-02	5.31E-02	2.16E-03	4.20E-03	2.55E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.13E-01	1.11E-02	2.80E-03	1.40E-01	4.13E-03
0.198	0.162	2.98E-01	1.12E-02	2.80E-03	1.33E-01	4.21E-03
0.198	0.182	2.74E-01	1.16E-02	2.80E-03	1.21E-01	4.38E-03
0.198	0.232	2.32E-01	1.24E-02	2.80E-03	9.97E-02	4.78E-03
0.198	0.282	2.04E-01	1.31E-02	2.80E-03	8.56E-02	5.16E-03
0.198	0.382	1.69E-01	1.46E-02	2.80E-03	6.78E-02	5.90E-03
0.198	0.482	1.47E-01	1.60E-02	2.80E-03	5.70E-02	6.59E-03
0.198	0.582	1.33E-01	1.73E-02	2.80E-03	4.97E-02	7.25E-03
0.198	0.782	1.15E-01	1.98E-02	2.80E-03	4.01E-02	8.50E-03
0.198	0.982	1.04E-01	2.21E-02	2.80E-03	3.41E-02	9.66E-03
0.198	1.182	9.63E-02	2.44E-02	2.80E-03	2.98E-02	1.08E-02
0.198	1.382	9.09E-02	2.65E-02	2.80E-03	2.66E-02	1.18E-02
0.198	1.582	8.69E-02	2.84E-02	2.80E-03	2.40E-02	1.28E-02
0.198	1.782	8.38E-02	3.02E-02	2.80E-03	2.19E-02	1.37E-02
0.198	1.982	8.13E-02	3.21E-02	2.80E-03	2.01E-02	1.46E-02
0.198	2.482	7.71E-02	3.61E-02	2.80E-03	1.66E-02	1.66E-02
0.198	2.982	7.44E-02	3.94E-02	2.80E-03	1.41E-02	1.83E-02
0.198	3.982	7.14E-02	4.50E-02	2.80E-03	1.05E-02	2.11E-02
0.198	4.982	6.98E-02	4.92E-02	2.80E-03	8.20E-03	2.32E-02
0.198	6.982	6.86E-02	5.49E-02	2.80E-03	5.46E-03	2.60E-02
0.198	9.982	6.80E-02	5.97E-02	2.80E-03	3.36E-03	2.85E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.13E-01	1.32E-02	3.99E-03	1.40E-01	4.60E-03
0.198	0.162	2.99E-01	1.34E-02	3.99E-03	1.33E-01	4.71E-03
0.198	0.182	2.75E-01	1.39E-02	3.99E-03	1.21E-01	4.94E-03
0.198	0.232	2.32E-01	1.49E-02	3.99E-03	9.93E-02	5.47E-03
0.198	0.282	2.04E-01	1.60E-02	3.99E-03	8.51E-02	5.98E-03
0.198	0.382	1.69E-01	1.79E-02	3.99E-03	6.72E-02	6.97E-03
0.198	0.482	1.48E-01	1.98E-02	3.99E-03	5.63E-02	7.92E-03
0.198	0.582	1.34E-01	2.16E-02	3.99E-03	4.88E-02	8.79E-03
0.198	0.782	1.16E-01	2.50E-02	3.99E-03	3.90E-02	1.05E-02
0.198	0.982	1.05E-01	2.82E-02	3.99E-03	3.27E-02	1.21E-02
0.198	1.182	9.82E-02	3.12E-02	3.99E-03	2.82E-02	1.36E-02
0.198	1.382	9.32E-02	3.40E-02	3.99E-03	2.48E-02	1.50E-02
0.198	1.582	8.97E-02	3.66E-02	3.99E-03	2.21E-02	1.63E-02
0.198	1.782	8.69E-02	3.89E-02	3.99E-03	1.99E-02	1.75E-02
0.198	1.982	8.48E-02	4.12E-02	3.99E-03	1.80E-02	1.86E-02
0.198	2.482	8.12E-02	4.59E-02	3.99E-03	1.44E-02	2.10E-02
0.198	2.982	7.92E-02	4.99E-02	3.99E-03	1.18E-02	2.29E-02
0.198	3.982	7.71E-02	5.57E-02	3.99E-03	8.53E-03	2.59E-02
0.198	4.982	7.61E-02	5.99E-02	3.99E-03	6.41E-03	2.80E-02
0.198	6.982	7.53E-02	6.52E-02	3.99E-03	4.03E-03	3.06E-02
0.198	9.982	7.50E-02	6.91E-02	3.99E-03	2.40E-03	3.26E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M5 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.14E-01	1.80E-02	6.89E-03	1.39E-01	5.58E-03
0.198	0.162	2.99E-01	1.84E-02	6.89E-03	1.32E-01	5.76E-03
0.198	0.182	2.76E-01	1.91E-02	6.89E-03	1.20E-01	6.11E-03
0.198	0.232	2.33E-01	2.08E-02	6.89E-03	9.82E-02	6.97E-03
0.198	0.282	2.05E-01	2.25E-02	6.89E-03	8.38E-02	7.81E-03
0.198	0.382	1.71E-01	2.58E-02	6.89E-03	6.56E-02	9.45E-03
0.198	0.482	1.50E-01	2.89E-02	6.89E-03	5.43E-02	1.10E-02
0.198	0.582	1.37E-01	3.19E-02	6.89E-03	4.65E-02	1.25E-02
0.198	0.782	1.20E-01	3.73E-02	6.89E-03	3.62E-02	1.52E-02
0.198	0.982	1.10E-01	4.22E-02	6.89E-03	2.95E-02	1.76E-02
0.198	1.182	1.04E-01	4.65E-02	6.89E-03	2.48E-02	1.98E-02
0.198	1.382	1.00E-01	5.03E-02	6.89E-03	2.12E-02	2.17E-02
0.198	1.582	9.75E-02	5.37E-02	6.89E-03	1.84E-02	2.34E-02
0.198	1.782	9.55E-02	5.68E-02	6.89E-03	1.61E-02	2.49E-02
0.198	1.982	9.40E-02	5.95E-02	6.89E-03	1.43E-02	2.63E-02
0.198	2.482	9.17E-02	6.50E-02	6.89E-03	1.09E-02	2.90E-02
0.198	2.982	9.06E-02	6.92E-02	6.89E-03	8.59E-03	3.11E-02
0.198	3.982	8.95E-02	7.48E-02	6.89E-03	5.76E-03	3.39E-02
0.198	4.982	8.91E-02	7.84E-02	6.89E-03	4.17E-03	3.57E-02
0.198	6.982	8.88E-02	8.23E-02	6.89E-03	2.58E-03	3.77E-02
0.198	9.982	8.87E-02	8.47E-02	6.89E-03	1.57E-03	3.89E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M6 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.152	3.23E-01	4.64E-02	2.35E-02	1.33E-01	1.15E-02
0.198	0.162	3.09E-01	4.75E-02	2.35E-02	1.25E-01	1.20E-02
0.198	0.182	2.86E-01	4.95E-02	2.35E-02	1.13E-01	1.30E-02
0.198	0.232	2.46E-01	5.44E-02	2.35E-02	9.08E-02	1.55E-02
0.198	0.282	2.20E-01	5.89E-02	2.35E-02	7.57E-02	1.77E-02
0.198	0.382	1.90E-01	6.72E-02	2.35E-02	5.67E-02	2.19E-02
0.198	0.482	1.73E-01	7.43E-02	2.35E-02	4.49E-02	2.54E-02
0.198	0.582	1.62E-01	8.05E-02	2.35E-02	3.68E-02	2.85E-02
0.198	0.782	1.51E-01	9.06E-02	2.35E-02	2.65E-02	3.36E-02
0.198	0.982	1.46E-01	9.86E-02	2.35E-02	2.02E-02	3.75E-02
0.198	1.182	1.43E-01	1.05E-01	2.35E-02	1.60E-02	4.06E-02
0.198	1.382	1.41E-01	1.09E-01	2.35E-02	1.30E-02	4.30E-02
0.198	1.582	1.40E-01	1.13E-01	2.35E-02	1.07E-02	4.50E-02
0.198	1.782	1.39E-01	1.16E-01	2.35E-02	9.12E-03	4.65E-02
0.198	1.982	1.39E-01	1.19E-01	2.35E-02	7.81E-03	4.78E-02
0.198	2.482	1.38E-01	1.24E-01	2.35E-02	5.58E-03	5.01E-02
0.198	2.982	1.38E-01	1.27E-01	2.35E-02	4.20E-03	5.16E-02
0.198	3.982	1.37E-01	1.30E-01	2.35E-02	2.71E-03	5.34E-02
0.198	4.982	1.37E-01	1.32E-01	2.35E-02	2.06E-03	5.42E-02
0.198	6.982	1.37E-01	1.34E-01	2.35E-02	1.39E-03	5.51E-02
0.198	9.982	1.37E-01	1.35E-01	2.35E-02	9.68E-04	5.57E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-AA *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.485	1.115	3.36E-01	1.90E-02	9.48E-03	1.51E-01	4.76E-03
1.485	1.215	3.15E-01	1.95E-02	9.48E-03	1.40E-01	5.02E-03
1.485	1.315	2.97E-01	2.01E-02	9.48E-03	1.31E-01	5.30E-03
1.485	1.415	2.82E-01	2.07E-02	9.48E-03	1.23E-01	5.60E-03
1.485	1.515	2.68E-01	2.13E-02	9.48E-03	1.17E-01	5.89E-03
1.485	1.615	2.56E-01	2.17E-02	9.48E-03	1.11E-01	6.13E-03
1.485	1.715	2.46E-01	2.23E-02	9.48E-03	1.05E-01	6.42E-03
1.485	1.815	2.37E-01	2.29E-02	9.48E-03	1.00E-01	6.71E-03
1.485	1.915	2.28E-01	2.34E-02	9.48E-03	9.60E-02	6.97E-03
