*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.24
Date: 		2015-1-16
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.416	1.190	1.40E-01	4.13E-02	1.15E-02	4.63E-02	1.49E-02
0.416	1.390	1.31E-01	4.51E-02	1.15E-02	4.00E-02	1.68E-02
0.416	1.590	1.23E-01	4.85E-02	1.15E-02	3.49E-02	1.85E-02
0.416	1.790	1.18E-01	5.19E-02	1.15E-02	3.09E-02	2.02E-02
0.416	1.990	1.14E-01	5.50E-02	1.15E-02	2.75E-02	2.17E-02
0.416	2.490	1.07E-01	6.16E-02	1.15E-02	2.10E-02	2.51E-02
0.416	2.990	1.03E-01	6.75E-02	1.15E-02	1.65E-02	2.80E-02
0.416	3.990	9.93E-02	7.62E-02	1.15E-02	1.05E-02	3.23E-02
0.416	4.990	9.79E-02	8.24E-02	1.15E-02	7.00E-03	3.54E-02
0.416	6.990	9.70E-02	8.89E-02	1.15E-02	3.50E-03	3.87E-02
0.416	9.990	9.68E-02	9.30E-02	1.15E-02	1.50E-03	4.08E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M7 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.416	0.320	3.36E-01	4.80E-02	2.69E-02	1.39E-01	1.06E-02
0.416	0.340	3.22E-01	4.91E-02	2.69E-02	1.31E-01	1.11E-02
0.416	0.360	3.09E-01	5.01E-02	2.69E-02	1.25E-01	1.16E-02
0.416	0.390	2.93E-01	5.17E-02	2.69E-02	1.16E-01	1.24E-02
0.416	0.490	2.53E-01	5.65E-02	2.69E-02	9.40E-02	1.48E-02
0.416	0.590	2.27E-01	6.08E-02	2.69E-02	7.90E-02	1.70E-02
0.416	0.790	1.95E-01	6.89E-02	2.69E-02	5.96E-02	2.10E-02
0.416	0.990	1.77E-01	7.59E-02	2.69E-02	4.75E-02	2.45E-02
0.416	1.190	1.66E-01	8.21E-02	2.69E-02	3.91E-02	2.76E-02
0.416	1.390	1.58E-01	8.76E-02	2.69E-02	3.29E-02	3.04E-02
0.416	1.590	1.53E-01	9.25E-02	2.69E-02	2.81E-02	3.28E-02
0.416	1.790	1.49E-01	9.67E-02	2.69E-02	2.43E-02	3.49E-02
0.416	1.990	1.46E-01	1.00E-01	2.69E-02	2.12E-02	3.68E-02
0.416	2.490	1.42E-01	1.08E-01	2.69E-02	1.54E-02	4.08E-02
0.416	2.990	1.40E-01	1.15E-01	2.69E-02	1.15E-02	4.39E-02
0.416	3.990	1.38E-01	1.23E-01	2.69E-02	6.71E-03	4.82E-02
0.416	4.990	1.38E-01	1.28E-01	2.69E-02	4.25E-03	5.05E-02
0.416	6.990	1.37E-01	1.33E-01	2.69E-02	1.98E-03	5.29E-02
0.416	9.990	1.37E-01	1.35E-01	2.69E-02	1.01E-03	5.39E-02
------	-------	--------	--------	--------	--------	--------


**********************************
* Layers:	POLY-FIELD_OXIDE *
**********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.143	0.117	2.48E-01	3.28E-02	1.48E-02	1.01E-01	9.01E-03
0.143	0.137	2.24E-01	3.48E-02	1.48E-02	8.87E-02	1.00E-02
0.143	0.157	2.06E-01	3.68E-02	1.48E-02	7.91E-02	1.10E-02
0.143	0.177	1.93E-01	3.87E-02	1.48E-02	7.15E-02	1.20E-02
0.143	0.227	1.69E-01	4.33E-02	1.48E-02	5.76E-02	1.43E-02
0.143	0.327	1.44E-01	5.15E-02	1.48E-02	4.14E-02	1.83E-02
0.143	0.427	1.31E-01	5.86E-02	1.48E-02	3.20E-02	2.19E-02
0.143	0.527	1.24E-01	6.47E-02	1.48E-02	2.58E-02	2.50E-02
0.143	0.727	1.17E-01	7.47E-02	1.48E-02	1.78E-02	2.99E-02
0.143	0.927	1.14E-01	8.20E-02	1.48E-02	1.32E-02	3.36E-02
0.143	1.127	1.12E-01	8.74E-02	1.48E-02	1.01E-02	3.63E-02
0.143	1.327	1.11E-01	9.13E-02	1.48E-02	7.98E-03	3.83E-02
0.143	1.527	1.11E-01	9.42E-02	1.48E-02	6.54E-03	3.97E-02
0.143	1.727	1.10E-01	9.66E-02	1.48E-02	5.43E-03	4.09E-02
0.143	1.927	1.10E-01	9.85E-02	1.48E-02	4.59E-03	4.19E-02
0.143	2.427	1.10E-01	1.02E-01	1.48E-02	3.22E-03	4.34E-02
0.143	2.927	1.10E-01	1.03E-01	1.48E-02	2.44E-03	4.43E-02
0.143	3.927	1.10E-01	1.05E-01	1.48E-02	1.71E-03	4.53E-02
0.143	4.927	1.10E-01	1.06E-01	1.48E-02	1.29E-03	4.57E-02
0.143	6.927	1.10E-01	1.08E-01	1.48E-02	8.69E-04	4.64E-02
0.143	9.927	1.10E-01	1.08E-01	1.48E-02	6.22E-04	4.68E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M1-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.158	0.119	3.28E-01	1.83E-02	7.15E-03	1.46E-01	5.56E-03
0.158	0.139	2.93E-01	1.92E-02	7.15E-03	1.29E-01	6.01E-03
0.158	0.159	2.66E-01	2.01E-02	7.15E-03	1.15E-01	6.46E-03
0.158	0.199	2.28E-01	2.19E-02	7.15E-03	9.56E-02	7.36E-03
0.158	0.249	1.97E-01	2.40E-02	7.15E-03	7.96E-02	8.41E-03
0.158	0.299	1.76E-01	2.61E-02	7.15E-03	6.85E-02	9.47E-03
0.158	0.399	1.50E-01	3.01E-02	7.15E-03	5.39E-02	1.15E-02
0.158	0.499	1.34E-01	3.39E-02	7.15E-03	4.47E-02	1.34E-02
0.158	0.599	1.24E-01	3.75E-02	7.15E-03	3.81E-02	1.52E-02
0.158	0.799	1.11E-01	4.40E-02	7.15E-03	2.92E-02	1.84E-02
0.158	0.999	1.04E-01	4.96E-02	7.15E-03	2.35E-02	2.12E-02
0.158	1.199	9.98E-02	5.44E-02	7.15E-03	1.93E-02	2.36E-02
0.158	1.399	9.71E-02	5.85E-02	7.15E-03	1.62E-02	2.57E-02
0.158	1.599	9.53E-02	6.21E-02	7.15E-03	1.39E-02	2.75E-02
0.158	1.799	9.40E-02	6.51E-02	7.15E-03	1.20E-02	2.90E-02
0.158	1.999	9.32E-02	6.78E-02	7.15E-03	1.04E-02	3.03E-02
0.158	2.499	9.19E-02	7.28E-02	7.15E-03	7.66E-03	3.28E-02
0.158	2.999	9.13E-02	7.65E-02	7.15E-03	5.88E-03	3.47E-02
0.158	3.999	9.08E-02	8.08E-02	7.15E-03	3.86E-03	3.68E-02
0.158	4.999	9.06E-02	8.35E-02	7.15E-03	2.76E-03	3.82E-02
0.158	6.999	9.05E-02	8.61E-02	7.15E-03	1.66E-03	3.95E-02
0.158	9.999	9.05E-02	8.78E-02	7.15E-03	1.07E-03	4.03E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M1-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.158	0.119	3.35E-01	4.26E-02	2.15E-02	1.41E-01	1.05E-02
0.158	0.139	3.01E-01	4.50E-02	2.15E-02	1.23E-01	1.18E-02
0.158	0.159	2.75E-01	4.74E-02	2.15E-02	1.09E-01	1.29E-02
0.158	0.199	2.39E-01	5.20E-02	2.15E-02	8.88E-02	1.52E-02
0.158	0.249	2.11E-01	5.72E-02	2.15E-02	7.20E-02	1.79E-02
0.158	0.299	1.92E-01	6.23E-02	2.15E-02	6.04E-02	2.04E-02
0.158	0.399	1.70E-01	7.13E-02	2.15E-02	4.51E-02	2.49E-02
0.158	0.499	1.58E-01	7.90E-02	2.15E-02	3.55E-02	2.87E-02
0.158	0.599	1.50E-01	8.56E-02	2.15E-02	2.88E-02	3.20E-02
0.158	0.799	1.43E-01	9.61E-02	2.15E-02	2.02E-02	3.73E-02
0.158	0.999	1.39E-01	1.04E-01	2.15E-02	1.50E-02	4.12E-02
0.158	1.199	1.37E-01	1.10E-01	2.15E-02	1.16E-02	4.41E-02
0.158	1.399	1.37E-01	1.14E-01	2.15E-02	9.18E-03	4.62E-02
0.158	1.599	1.36E-01	1.17E-01	2.15E-02	7.48E-03	4.79E-02
0.158	1.799	1.36E-01	1.20E-01	2.15E-02	6.24E-03	4.92E-02
0.158	1.999	1.35E-01	1.22E-01	2.15E-02	5.30E-03	5.02E-02
0.158	2.499	1.35E-01	1.25E-01	2.15E-02	3.71E-03	5.19E-02
0.158	2.999	1.35E-01	1.28E-01	2.15E-02	2.81E-03	5.30E-02
0.158	3.999	1.35E-01	1.30E-01	2.15E-02	1.95E-03	5.41E-02
0.158	4.999	1.35E-01	1.31E-01	2.15E-02	1.47E-03	5.47E-02
0.158	6.999	1.35E-01	1.32E-01	2.15E-02	1.02E-03	5.53E-02
0.158	9.999	1.35E-01	1.33E-01	2.15E-02	8.12E-04	5.57E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M2-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.23E-01	1.45E-02	5.00E-03	1.45E-01	4.76E-03
0.198	0.162	2.93E-01	1.50E-02	5.00E-03	1.30E-01	5.02E-03
0.198	0.182	2.70E-01	1.56E-02	5.00E-03	1.18E-01	5.28E-03
0.198	0.232	2.28E-01	1.69E-02	5.00E-03	9.70E-02	5.94E-03
0.198	0.292	1.95E-01	1.83E-02	5.00E-03	8.05E-02	6.66E-03
0.198	0.392	1.63E-01	2.07E-02	5.00E-03	6.37E-02	7.87E-03
0.198	0.492	1.43E-01	2.30E-02	5.00E-03	5.32E-02	9.02E-03
0.198	0.592	1.30E-01	2.51E-02	5.00E-03	4.60E-02	1.01E-02
0.198	0.792	1.14E-01	2.93E-02	5.00E-03	3.65E-02	1.21E-02
0.198	0.992	1.04E-01	3.31E-02	5.00E-03	3.03E-02	1.40E-02
0.198	1.192	9.76E-02	3.66E-02	5.00E-03	2.59E-02	1.58E-02
0.198	1.392	9.33E-02	3.98E-02	5.00E-03	2.25E-02	1.74E-02
0.198	1.592	9.01E-02	4.27E-02	5.00E-03	1.99E-02	1.89E-02
0.198	1.792	8.78E-02	4.54E-02	5.00E-03	1.77E-02	2.02E-02
0.198	1.992	8.61E-02	4.78E-02	5.00E-03	1.59E-02	2.14E-02
0.198	2.492	8.32E-02	5.28E-02	5.00E-03	1.24E-02	2.39E-02
0.198	2.992	8.17E-02	5.69E-02	5.00E-03	9.99E-03	2.60E-02
0.198	3.992	8.01E-02	6.27E-02	5.00E-03	6.97E-03	2.89E-02
0.198	4.992	7.95E-02	6.66E-02	5.00E-03	5.11E-03	3.08E-02
0.198	6.992	7.91E-02	7.11E-02	5.00E-03	3.17E-03	3.31E-02
0.198	9.992	7.89E-02	7.42E-02	5.00E-03	1.88E-03	3.46E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M2-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.24E-01	1.94E-02	8.02E-03	1.45E-01	5.71E-03
0.198	0.162	2.94E-01	2.02E-02	8.02E-03	1.29E-01	6.11E-03
0.198	0.182	2.71E-01	2.11E-02	8.02E-03	1.17E-01	6.52E-03
0.198	0.232	2.29E-01	2.30E-02	8.02E-03	9.57E-02	7.50E-03
0.198	0.292	1.97E-01	2.53E-02	8.02E-03	7.91E-02	8.66E-03
0.198	0.392	1.65E-01	2.90E-02	8.02E-03	6.19E-02	1.05E-02
0.198	0.492	1.46E-01	3.26E-02	8.02E-03	5.10E-02	1.23E-02
0.198	0.592	1.33E-01	3.58E-02	8.02E-03	4.35E-02	1.39E-02
0.198	0.792	1.18E-01	4.18E-02	8.02E-03	3.35E-02	1.69E-02
0.198	0.992	1.10E-01	4.71E-02	8.02E-03	2.71E-02	1.96E-02
0.198	1.192	1.04E-01	5.18E-02	8.02E-03	2.25E-02	2.19E-02
0.198	1.392	1.01E-01	5.58E-02	8.02E-03	1.91E-02	2.39E-02
0.198	1.592	9.84E-02	5.94E-02	8.02E-03	1.64E-02	2.57E-02
0.198	1.792	9.67E-02	6.25E-02	8.02E-03	1.43E-02	2.72E-02
0.198	1.992	9.56E-02	6.52E-02	8.02E-03	1.25E-02	2.86E-02
0.198	2.492	9.38E-02	7.06E-02	8.02E-03	9.39E-03	3.13E-02
0.198	2.992	9.29E-02	7.46E-02	8.02E-03	7.32E-03	3.33E-02
0.198	3.992	9.22E-02	7.98E-02	8.02E-03	4.83E-03	3.59E-02
0.198	4.992	9.19E-02	8.28E-02	8.02E-03	3.53E-03	3.74E-02
0.198	6.992	9.17E-02	8.63E-02	8.02E-03	2.11E-03	3.92E-02
0.198	9.992	9.16E-02	8.84E-02	8.02E-03	1.28E-03	4.02E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M2-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.33E-01	4.50E-02	2.35E-02	1.39E-01	1.08E-02
0.198	0.162	3.04E-01	4.71E-02	2.35E-02	1.23E-01	1.18E-02
0.198	0.182	2.81E-01	4.92E-02	2.35E-02	1.11E-01	1.29E-02
0.198	0.232	2.41E-01	5.40E-02	2.35E-02	8.87E-02	1.53E-02
0.198	0.292	2.11E-01	5.95E-02	2.35E-02	7.15E-02	1.80E-02
0.198	0.392	1.83E-01	6.76E-02	2.35E-02	5.36E-02	2.21E-02
0.198	0.492	1.68E-01	7.46E-02	2.35E-02	4.24E-02	2.56E-02
0.198	0.592	1.58E-01	8.07E-02	2.35E-02	3.48E-02	2.86E-02
0.198	0.792	1.47E-01	9.07E-02	2.35E-02	2.49E-02	3.36E-02
0.198	0.992	1.42E-01	9.85E-02	2.35E-02	1.88E-02	3.75E-02
0.198	1.192	1.40E-01	1.04E-01	2.35E-02	1.48E-02	4.05E-02
0.198	1.392	1.38E-01	1.09E-01	2.35E-02	1.20E-02	4.29E-02
0.198	1.592	1.37E-01	1.13E-01	2.35E-02	9.91E-03	4.47E-02
0.198	1.792	1.37E-01	1.16E-01	2.35E-02	8.33E-03	4.62E-02
0.198	1.992	1.36E-01	1.18E-01	2.35E-02	7.13E-03	4.74E-02
0.198	2.492	1.36E-01	1.23E-01	2.35E-02	5.12E-03	4.95E-02
0.198	2.992	1.35E-01	1.25E-01	2.35E-02	3.86E-03	5.09E-02
0.198	3.992	1.35E-01	1.29E-01	2.35E-02	2.51E-03	5.25E-02
0.198	4.992	1.35E-01	1.30E-01	2.35E-02	1.92E-03	5.33E-02
0.198	6.992	1.35E-01	1.32E-01	2.35E-02	1.24E-03	5.41E-02
0.198	9.992	1.35E-01	1.33E-01	2.35E-02	8.22E-04	5.47E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M3-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.23E-01	1.14E-02	3.27E-03	1.46E-01	4.08E-03
0.198	0.162	2.93E-01	1.18E-02	3.27E-03	1.31E-01	4.27E-03
0.198	0.182	2.69E-01	1.22E-02	3.27E-03	1.19E-01	4.45E-03
0.198	0.232	2.27E-01	1.31E-02	3.27E-03	9.76E-02	4.91E-03
0.198	0.292	1.94E-01	1.41E-02	3.27E-03	8.12E-02	5.40E-03
0.198	0.392	1.62E-01	1.57E-02	3.27E-03	6.46E-02	6.22E-03
0.198	0.492	1.42E-01	1.73E-02	3.27E-03	5.43E-02	7.02E-03
0.198	0.592	1.28E-01	1.88E-02	3.27E-03	4.73E-02	7.75E-03
0.198	0.792	1.11E-01	2.16E-02	3.27E-03	3.81E-02	9.18E-03
0.198	0.992	1.01E-01	2.43E-02	3.27E-03	3.22E-02	1.05E-02
0.198	1.192	9.39E-02	2.67E-02	3.27E-03	2.80E-02	1.17E-02
0.198	1.392	8.90E-02	2.90E-02	3.27E-03	2.49E-02	1.29E-02
0.198	1.592	8.53E-02	3.12E-02	3.27E-03	2.23E-02	1.40E-02
0.198	1.792	8.25E-02	3.33E-02	3.27E-03	2.03E-02	1.50E-02
0.198	1.992	8.03E-02	3.52E-02	3.27E-03	1.85E-02	1.60E-02
0.198	2.492	7.65E-02	3.95E-02	3.27E-03	1.51E-02	1.81E-02
0.198	2.992	7.42E-02	4.30E-02	3.27E-03	1.26E-02	1.99E-02
0.198	3.992	7.17E-02	4.88E-02	3.27E-03	9.23E-03	2.28E-02
0.198	4.992	7.05E-02	5.30E-02	3.27E-03	7.04E-03	2.49E-02
0.198	6.992	6.96E-02	5.86E-02	3.27E-03	4.51E-03	2.77E-02
0.198	9.992	6.92E-02	6.29E-02	3.27E-03	2.62E-03	2.98E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M3-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.23E-01	1.33E-02	4.37E-03	1.46E-01	4.47E-03
0.198	0.162	2.93E-01	1.38E-02	4.37E-03	1.31E-01	4.71E-03
0.198	0.182	2.69E-01	1.42E-02	4.37E-03	1.19E-01	4.94E-03
0.198	0.232	2.27E-01	1.54E-02	4.37E-03	9.72E-02	5.50E-03
0.198	0.292	1.95E-01	1.67E-02	4.37E-03	8.08E-02	6.16E-03
0.198	0.392	1.62E-01	1.88E-02	4.37E-03	6.40E-02	7.23E-03
0.198	0.492	1.42E-01	2.09E-02	4.37E-03	5.36E-02	8.25E-03
0.198	0.592	1.29E-01	2.28E-02	4.37E-03	4.65E-02	9.20E-03
0.198	0.792	1.12E-01	2.65E-02	4.37E-03	3.70E-02	1.11E-02
0.198	0.992	1.02E-01	2.99E-02	4.37E-03	3.10E-02	1.28E-02
0.198	1.192	9.58E-02	3.30E-02	4.37E-03	2.66E-02	1.43E-02
0.198	1.392	9.13E-02	3.59E-02	4.37E-03	2.33E-02	1.58E-02
0.198	1.592	8.80E-02	3.86E-02	4.37E-03	2.06E-02	1.71E-02
0.198	1.792	8.55E-02	4.10E-02	4.37E-03	1.85E-02	1.83E-02
0.198	1.992	8.36E-02	4.33E-02	4.37E-03	1.67E-02	1.95E-02
0.198	2.492	8.04E-02	4.81E-02	4.37E-03	1.32E-02	2.19E-02
0.198	2.992	7.86E-02	5.21E-02	4.37E-03	1.08E-02	2.38E-02
0.198	3.992	7.68E-02	5.80E-02	4.37E-03	7.57E-03	2.68E-02
0.198	4.992	7.61E-02	6.19E-02	4.37E-03	5.66E-03	2.88E-02
0.198	6.992	7.55E-02	6.68E-02	4.37E-03	3.53E-03	3.12E-02
0.198	9.992	7.53E-02	7.05E-02	4.37E-03	1.96E-03	3.31E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.24E-01	1.74E-02	6.89E-03	1.45E-01	5.26E-03
0.198	0.162	2.94E-01	1.81E-02	6.89E-03	1.30E-01	5.61E-03
0.198	0.182	2.70E-01	1.88E-02	6.89E-03	1.18E-01	5.96E-03
0.198	0.232	2.28E-01	2.05E-02	6.89E-03	9.62E-02	6.82E-03
0.198	0.292	1.96E-01	2.25E-02	6.89E-03	7.96E-02	7.83E-03
0.198	0.392	1.64E-01	2.58E-02	6.89E-03	6.26E-02	9.44E-03
0.198	0.492	1.44E-01	2.88E-02	6.89E-03	5.19E-02	1.10E-02
0.198	0.592	1.32E-01	3.18E-02	6.89E-03	4.44E-02	1.24E-02
0.198	0.792	1.16E-01	3.71E-02	6.89E-03	3.46E-02	1.51E-02
0.198	0.992	1.07E-01	4.19E-02	6.89E-03	2.82E-02	1.75E-02
0.198	1.192	1.01E-01	4.61E-02	6.89E-03	2.36E-02	1.96E-02
0.198	1.392	9.74E-02	5.00E-02	6.89E-03	2.01E-02	2.15E-02
0.198	1.592	9.48E-02	5.33E-02	6.89E-03	1.74E-02	2.32E-02
0.198	1.792	9.29E-02	5.63E-02	6.89E-03	1.53E-02	2.47E-02
0.198	1.992	9.16E-02	5.89E-02	6.89E-03	1.35E-02	2.60E-02
0.198	2.492	8.95E-02	6.43E-02	6.89E-03	1.03E-02	2.87E-02
0.198	2.992	8.84E-02	6.83E-02	6.89E-03	8.07E-03	3.07E-02
0.198	3.992	8.75E-02	7.37E-02	6.89E-03	5.42E-03	3.34E-02
0.198	4.992	8.71E-02	7.72E-02	6.89E-03	3.90E-03	3.52E-02
0.198	6.992	8.68E-02	8.10E-02	6.89E-03	2.36E-03	3.70E-02
0.198	9.992	8.67E-02	8.33E-02	6.89E-03	1.36E-03	3.82E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.33E-01	4.50E-02	2.35E-02	1.39E-01	1.08E-02
0.198	0.162	3.04E-01	4.70E-02	2.35E-02	1.23E-01	1.18E-02
0.198	0.182	2.81E-01	4.91E-02	2.35E-02	1.11E-01	1.28E-02
0.198	0.232	2.41E-01	5.40E-02	2.35E-02	8.88E-02	1.53E-02
0.198	0.292	2.11E-01	5.95E-02	2.35E-02	7.14E-02	1.80E-02
0.198	0.392	1.83E-01	6.76E-02	2.35E-02	5.35E-02	2.20E-02
0.198	0.492	1.67E-01	7.45E-02	2.35E-02	4.24E-02	2.55E-02
0.198	0.592	1.58E-01	8.06E-02	2.35E-02	3.47E-02	2.86E-02
0.198	0.792	1.47E-01	9.07E-02	2.35E-02	2.49E-02	3.36E-02
0.198	0.992	1.42E-01	9.83E-02	2.35E-02	1.89E-02	3.74E-02
0.198	1.192	1.39E-01	1.04E-01	2.35E-02	1.48E-02	4.04E-02
0.198	1.392	1.38E-01	1.09E-01	2.35E-02	1.20E-02	4.28E-02
0.198	1.592	1.37E-01	1.13E-01	2.35E-02	9.91E-03	4.46E-02
0.198	1.792	1.36E-01	1.16E-01	2.35E-02	8.36E-03	4.61E-02
0.198	1.992	1.36E-01	1.18E-01	2.35E-02	7.14E-03	4.73E-02
0.198	2.492	1.35E-01	1.22E-01	2.35E-02	5.12E-03	4.94E-02
0.198	2.992	1.35E-01	1.25E-01	2.35E-02	3.88E-03	5.08E-02
0.198	3.992	1.35E-01	1.28E-01	2.35E-02	2.51E-03	5.25E-02
0.198	4.992	1.35E-01	1.30E-01	2.35E-02	1.92E-03	5.32E-02
0.198	6.992	1.35E-01	1.32E-01	2.35E-02	1.22E-03	5.41E-02
0.198	9.992	1.35E-01	1.33E-01	2.35E-02	8.94E-04	5.46E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M4-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.23E-01	9.80E-03	2.43E-03	1.46E-01	3.68E-03
0.198	0.162	2.93E-01	1.01E-02	2.43E-03	1.31E-01	3.83E-03
0.198	0.182	2.69E-01	1.04E-02	2.43E-03	1.19E-01	3.97E-03
0.198	0.232	2.26E-01	1.11E-02	2.43E-03	9.79E-02	4.35E-03
0.198	0.292	1.94E-01	1.19E-02	2.43E-03	8.16E-02	4.74E-03
0.198	0.392	1.61E-01	1.32E-02	2.43E-03	6.50E-02	5.37E-03
0.198	0.492	1.41E-01	1.43E-02	2.43E-03	5.48E-02	5.96E-03
0.198	0.592	1.28E-01	1.54E-02	2.43E-03	4.79E-02	6.51E-03
0.198	0.792	1.10E-01	1.76E-02	2.43E-03	3.89E-02	7.58E-03
0.198	0.992	9.97E-02	1.96E-02	2.43E-03	3.32E-02	8.58E-03
0.198	1.192	9.25E-02	2.15E-02	2.43E-03	2.92E-02	9.52E-03
0.198	1.392	8.73E-02	2.32E-02	2.43E-03	2.62E-02	1.04E-02
0.198	1.592	8.33E-02	2.49E-02	2.43E-03	2.37E-02	1.13E-02
0.198	1.792	8.04E-02	2.66E-02	2.43E-03	2.18E-02	1.21E-02
0.198	1.992	7.79E-02	2.81E-02	2.43E-03	2.01E-02	1.28E-02
0.198	2.492	7.35E-02	3.16E-02	2.43E-03	1.69E-02	1.46E-02
0.198	2.992	7.06E-02	3.48E-02	2.43E-03	1.44E-02	1.62E-02
0.198	3.992	6.74E-02	3.99E-02	2.43E-03	1.11E-02	1.88E-02
0.198	4.992	6.57E-02	4.42E-02	2.43E-03	8.74E-03	2.09E-02
0.198	6.992	6.41E-02	5.01E-02	2.43E-03	5.80E-03	2.39E-02
0.198	9.992	6.34E-02	5.52E-02	2.43E-03	3.43E-03	2.64E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M4-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.198	0.142	3.23E-01	1.08E-02	2.99E-03	1.46E-01	3.92E-03
0.198	0.162	2.93E-01	1.12E-02	2.99E-03	1.31E-01	4.10E-03
0.198	0.182	2.69E-01	1.15E-02	2.99E-03	1.19E-01	4.27E-03
0.198	0.232	2.27E-01	1.23E-02	2.99E-03	9.76E-02	4.67E-03
0.198	0.292	1.94E-01	1.33E-02	2.99E-03	8.13E-02	5.14E-03
0.198	0.392	1.61E-01	1.48E-02	2.99E-03	6.47E-02	5.89E-03
